kingdom,phylum,class,sublcass,superorder,order,suborder,superfamily,family,subfamily,tribe,genus,taxon_name,description,occurrence_status,establishment_means,adding_user_login,first_observation,last_observation,url,created_at,updated_at,taxon_common_name
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta ferrissi,,,native,kueda,https://www.inaturalist.org/observations/7734304,https://www.inaturalist.org/observations/7734304,https://www.inaturalist.org/listed_taxa/6270200,2015-07-05 19:34:10 -1000,2017-09-01 06:03:08 -1000,Kings Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta hertleini,,,native,kueda,https://www.inaturalist.org/observations/4965348,https://www.inaturalist.org/observations/21339611,https://www.inaturalist.org/listed_taxa/6270203,2015-07-05 19:34:12 -1000,2019-03-18 20:34:09 -1000,Oregon Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta inglesi,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270207,2015-07-05 19:34:13 -1000,2015-07-05 19:34:13 -1000,Sunday Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta liodoma,,,native,kueda,https://www.inaturalist.org/observations/7734307,https://www.inaturalist.org/observations/7734307,https://www.inaturalist.org/listed_taxa/6270209,2015-07-05 19:34:14 -1000,2019-12-14 17:05:46 -1000,Cottonwood Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta mailliardi,,,native,kueda,https://www.inaturalist.org/observations/4567955,https://www.inaturalist.org/observations/16192355,https://www.inaturalist.org/listed_taxa/6270211,2015-07-05 19:34:15 -1000,2018-09-04 08:34:47 -1000,Del Norte Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta milleri,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270214,2015-07-05 19:34:16 -1000,2015-07-05 19:34:16 -1000,Peak Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta montezuma,,,native,kueda,https://www.inaturalist.org/observations/10427348,https://www.inaturalist.org/observations/41799466,https://www.inaturalist.org/listed_taxa/6270217,2015-07-05 19:34:17 -1000,2020-04-09 22:28:31 -1000,Montezuma Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta napaea,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270219,2015-07-05 19:34:18 -1000,2015-07-05 19:34:18 -1000,Bigtree Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta nickliniana,,,endemic,kueda,https://www.inaturalist.org/observations/82591,https://www.inaturalist.org/observations/41794101,https://www.inaturalist.org/listed_taxa/6270226,2015-07-05 19:34:22 -1000,2020-04-09 13:56:35 -1000,Nicklin's Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta nickliniana anachoreta,,,native,kueda,https://www.inaturalist.org/observations/1338524,https://www.inaturalist.org/observations/40942931,https://www.inaturalist.org/listed_taxa/6270227,2015-07-05 19:34:22 -1000,2020-03-29 05:50:28 -1000,
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta nickliniana awania,,,native,kueda,https://www.inaturalist.org/observations/1363502,https://www.inaturalist.org/observations/40104060,https://www.inaturalist.org/listed_taxa/6270236,2015-07-05 19:34:26 -1000,2020-03-17 04:06:29 -1000,Peninsula Coast Range Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta orina,,,native,kueda,https://www.inaturalist.org/observations/28657716,https://www.inaturalist.org/observations/28657716,https://www.inaturalist.org/listed_taxa/6270239,2015-07-05 19:34:34 -1000,2019-08-20 08:02:43 -1000,Breckenridge Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta piutensis,,,native,kueda,https://www.inaturalist.org/observations/10427510,https://www.inaturalist.org/observations/10440551,https://www.inaturalist.org/listed_taxa/6270242,2015-07-05 19:34:35 -1000,2018-04-02 08:09:07 -1000,Saddle Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta proles,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270244,2015-07-05 19:34:37 -1000,2017-10-25 15:52:57 -1000,Yosemite Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta sequoicola,,,endemic,kueda,https://www.inaturalist.org/observations/1144340,https://www.inaturalist.org/observations/39076816,https://www.inaturalist.org/listed_taxa/6270250,2015-07-05 19:34:41 -1000,2020-03-17 04:06:52 -1000,Redwood Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta sequoicola consors,,,native,kueda,https://www.inaturalist.org/observations/2760863,https://www.inaturalist.org/observations/20860069,https://www.inaturalist.org/listed_taxa/6270256,2015-07-05 19:34:43 -1000,2020-02-11 19:07:17 -1000,Redwood Shoulderband
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta sonoma,,,native,kueda,https://www.inaturalist.org/observations/550298,https://www.inaturalist.org/observations/40615352,https://www.inaturalist.org/listed_taxa/6270258,2015-07-05 19:34:45 -1000,2020-03-29 13:24:52 -1000,Sonoma Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta stageri,,,native,kueda,https://www.inaturalist.org/observations/7734305,https://www.inaturalist.org/observations/7734305,https://www.inaturalist.org/listed_taxa/6270261,2015-07-05 19:34:46 -1000,2017-09-01 06:00:05 -1000,Erskine Creek Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta stiversiana,,,native,kueda,https://www.inaturalist.org/observations/1338605,https://www.inaturalist.org/observations/41509420,https://www.inaturalist.org/listed_taxa/6270263,2015-07-05 19:34:46 -1000,2020-04-06 07:35:56 -1000,Point Reyes Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta stiversiana miwoka,,,native,kueda,https://www.inaturalist.org/observations/1338605,https://www.inaturalist.org/observations/14156873,https://www.inaturalist.org/listed_taxa/6270268,2015-07-05 19:34:49 -1000,2020-03-28 09:37:57 -1000,Dented Peninsula Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta stiversiana williamsi,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270271,2015-07-05 19:34:51 -1000,2015-07-05 19:34:51 -1000,Williams' Bronze Shoulderband
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta talmadgei,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270274,2015-07-05 19:34:53 -1000,2015-07-05 19:34:53 -1000,Trinity Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta thermimontis,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270276,2015-07-05 19:34:53 -1000,2015-07-05 19:34:54 -1000,Anza Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta tudiculata,,,native,kueda,https://www.inaturalist.org/observations/714976,https://www.inaturalist.org/observations/41796377,https://www.inaturalist.org/listed_taxa/6270278,2015-07-05 19:34:54 -1000,2020-04-10 04:07:28 -1000,Southern California Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta fairbanksi,,,native,kueda,https://www.inaturalist.org/observations/1539300,https://www.inaturalist.org/observations/10188932,https://www.inaturalist.org/listed_taxa/6270279,2015-07-05 19:35:01 -1000,2020-02-04 16:47:37 -1000,Deluz Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta tularensis,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270281,2015-07-05 19:35:03 -1000,2015-07-05 19:35:04 -1000,Tulare Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta umbilicata,,,endemic,kueda,https://www.inaturalist.org/observations/1363197,https://www.inaturalist.org/observations/41196327,https://www.inaturalist.org/listed_taxa/6270283,2015-07-05 19:35:06 -1000,2020-04-01 14:20:45 -1000,Big Sur Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta waltoni,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270287,2015-07-05 19:35:07 -1000,2015-07-05 19:35:08 -1000,Laguna Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Helicidae,Helicinae,Allognathini,Cepaea,Cepaea nemoralis,,,introduced,kueda,,,https://www.inaturalist.org/listed_taxa/6270289,2015-07-05 19:35:08 -1000,2020-02-09 05:08:47 -1000,Grove Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Helicidae,Helicinae,Otalini,Massylaea,Massylaea vermiculata,,,introduced,kueda,,,https://www.inaturalist.org/listed_taxa/6270291,2015-07-05 19:35:09 -1000,2020-03-07 16:19:51 -1000,Chocolate-band Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Helicidae,Helicinae,Otalini,Cantareus,Cantareus apertus,,,introduced,kueda,https://www.inaturalist.org/observations/232356,https://www.inaturalist.org/observations/41700957,https://www.inaturalist.org/listed_taxa/6270293,2015-07-05 19:35:10 -1000,2020-04-08 08:42:48 -1000,Green Garden Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Helicidae,Helicinae,Otalini,Cornu,Cornu aspersum,"Also present on Santa Catalina, San Nicolas, and San Clemente Islands.",common,introduced,kueda,https://www.inaturalist.org/observations/202,https://www.inaturalist.org/observations/41854420,https://www.inaturalist.org/listed_taxa/6270300,2015-07-05 19:35:12 -1000,2020-04-10 11:33:59 -1000,Garden Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Helicidae,Helicinae,Otalini,Otala,Otala lactea,,,introduced,kueda,https://www.inaturalist.org/observations/33019,https://www.inaturalist.org/observations/41735840,https://www.inaturalist.org/listed_taxa/6270328,2015-07-05 19:35:36 -1000,2020-04-08 18:19:12 -1000,Milk Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Helicidae,Helicinae,Thebini,Theba,Theba pisana,,,introduced,kueda,https://www.inaturalist.org/observations/274431,https://www.inaturalist.org/observations/41664391,https://www.inaturalist.org/listed_taxa/6270337,2015-07-05 19:35:42 -1000,2020-04-09 09:04:02 -1000,White Italian Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Polygyridae,Triodopsinae,Vespericolini,Vespericola,Vespericola armiger,,,native,kueda,https://www.inaturalist.org/observations/1120793,https://www.inaturalist.org/observations/36234664,https://www.inaturalist.org/listed_taxa/6270339,2015-07-05 19:35:43 -1000,2020-03-05 05:50:02 -1000,Santa Cruz Hesperian
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Polygyridae,Triodopsinae,Vespericolini,Vespericola,Vespericola embertoni,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270345,2015-07-05 19:35:49 -1000,2015-07-05 19:35:50 -1000,Reeves Canyon Hesperian Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Polygyridae,Triodopsinae,Vespericolini,Vespericola,Vespericola eritrichius,,,native,kueda,https://www.inaturalist.org/observations/2720205,https://www.inaturalist.org/observations/12075258,https://www.inaturalist.org/listed_taxa/6270348,2015-07-05 19:35:54 -1000,2019-05-18 10:34:38 -1000,Velvet Hesperian
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Polygyridae,Triodopsinae,Vespericolini,Vespericola,Vespericola euthales,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270351,2015-07-05 19:36:01 -1000,2016-02-26 18:59:39 -1000,
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Polygyridae,Triodopsinae,Vespericolini,Vespericola,Vespericola haplus,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270354,2015-07-05 19:36:05 -1000,2015-07-05 19:36:06 -1000,Butte Creek Hesperian
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Polygyridae,Triodopsinae,Vespericolini,Vespericola,Vespericola karokorum,,,native,kueda,https://www.inaturalist.org/observations/7668242,https://www.inaturalist.org/observations/19058922,https://www.inaturalist.org/listed_taxa/6270356,2015-07-05 19:36:07 -1000,2018-12-16 18:59:46 -1000,Karok Hesperian
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Polygyridae,Triodopsinae,Vespericolini,Vespericola,Vespericola klamathicus,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270358,2015-07-05 19:36:09 -1000,2015-07-05 19:36:10 -1000,Klamath Hesperian
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Polygyridae,Triodopsinae,Vespericolini,Vespericola,Vespericola marinensis,,,native,kueda,https://www.inaturalist.org/observations/9281426,https://www.inaturalist.org/observations/39559046,https://www.inaturalist.org/listed_taxa/6270361,2015-07-05 19:36:14 -1000,2020-03-05 07:16:01 -1000,Marin Hesperian
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Polygyridae,Triodopsinae,Vespericolini,Vespericola,Vespericola megasoma,,,native,kueda,https://www.inaturalist.org/observations/3334079,https://www.inaturalist.org/observations/20491298,https://www.inaturalist.org/listed_taxa/6270364,2015-07-05 19:36:16 -1000,2020-01-02 08:45:26 -1000,Redwood Hesperian
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Polygyridae,Triodopsinae,Vespericolini,Vespericola,Vespericola orius,,,native,kueda,https://www.inaturalist.org/observations/2720187,https://www.inaturalist.org/observations/2720187,https://www.inaturalist.org/listed_taxa/6270372,2015-07-05 19:36:19 -1000,2020-02-27 03:39:37 -1000,El Dorado Hesperian
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Polygyridae,Triodopsinae,Vespericolini,Vespericola,Vespericola pilosus,,,native,kueda,https://www.inaturalist.org/observations/1205718,https://www.inaturalist.org/observations/29425169,https://www.inaturalist.org/listed_taxa/6270374,2015-07-05 19:36:21 -1000,2020-01-31 07:03:24 -1000,Brushfield Hesperian
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Polygyridae,Triodopsinae,Vespericolini,Vespericola,Vespericola pinicola,,,native,kueda,https://www.inaturalist.org/observations/9367958,https://www.inaturalist.org/observations/22228499,https://www.inaturalist.org/listed_taxa/6270379,2015-07-05 19:36:23 -1000,2019-04-09 07:50:09 -1000,Monterey Hesperian
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Polygyridae,Triodopsinae,Vespericolini,Vespericola,Vespericola pressleyi,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270382,2015-07-05 19:36:25 -1000,2015-07-05 19:36:25 -1000,Big Bar Hesperian
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Polygyridae,Triodopsinae,Vespericolini,Vespericola,Vespericola rhodophila,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270384,2015-07-05 19:36:26 -1000,2018-11-15 08:00:23 -1000,Azalea Hesperian Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Polygyridae,Triodopsinae,Vespericolini,Vespericola,Vespericola rothi,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270387,2015-07-05 19:36:27 -1000,2015-07-05 19:36:28 -1000,Ellery Creek Hesperian
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Polygyridae,Triodopsinae,Vespericolini,Vespericola,Vespericola sasquatch,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270389,2015-07-05 19:36:28 -1000,2015-07-05 19:36:29 -1000,Sasquatch Hesperian Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Polygyridae,Triodopsinae,Vespericolini,Vespericola,Vespericola scotti,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270391,2015-07-05 19:36:30 -1000,2015-07-05 19:36:30 -1000,Benson Gulch Hesperian
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Polygyridae,Triodopsinae,Vespericolini,Vespericola,Vespericola shasta,,,native,kueda,https://www.inaturalist.org/observations/1382641,https://www.inaturalist.org/observations/1382641,https://www.inaturalist.org/listed_taxa/6270393,2015-07-05 19:36:31 -1000,2015-09-22 14:20:29 -1000,Shasta Hesperian
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Polygyridae,Triodopsinae,Vespericolini,Vespericola,Vespericola sierranus,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270395,2015-07-05 19:36:32 -1000,2015-07-05 19:36:32 -1000,Siskiyou Hesperian
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Polygyridae,Triodopsinae,Allogonini,Trilobopsis,Trilobopsis loricata,,,native,kueda,https://www.inaturalist.org/observations/1203336,https://www.inaturalist.org/observations/40937721,https://www.inaturalist.org/listed_taxa/6270402,2015-07-05 19:36:36 -1000,2020-04-01 11:34:09 -1000,Scaly Chaparral
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Polygyridae,Triodopsinae,Allogonini,Trilobopsis,Trilobopsis loricata nortensis,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270424,2015-07-05 19:36:55 -1000,2015-07-05 19:36:56 -1000,
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Polygyridae,Triodopsinae,Allogonini,Trilobopsis,Trilobopsis penitens,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270428,2015-07-05 19:36:57 -1000,2015-07-05 19:36:57 -1000,Mormon Island Chaparral
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Polygyridae,Triodopsinae,Allogonini,Trilobopsis,Trilobopsis roperi,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270430,2015-07-05 19:36:58 -1000,2015-07-05 19:36:58 -1000,Shasta Chaparral
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Polygyridae,Triodopsinae,Allogonini,Trilobopsis,Trilobopsis tehamana,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270432,2015-07-05 19:36:59 -1000,2015-07-05 19:36:59 -1000,Tehama Chaparral
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Polygyridae,Triodopsinae,Allogonini,Trilobopsis,Trilobopsis trachypepla,,,native,kueda,https://www.inaturalist.org/observations/2720277,https://www.inaturalist.org/observations/2720277,https://www.inaturalist.org/listed_taxa/6270437,2015-07-05 19:37:00 -1000,2019-08-23 18:49:55 -1000,Bridge Creek Chaparral
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Rhytidoidea,Megomphicidae,,,Ammonitella,Ammonitella yatesii,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270444,2015-07-05 19:37:03 -1000,2015-07-05 19:37:03 -1000,Tight Coin
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Rhytidoidea,Megomphicidae,,,Glyptostoma,Glyptostoma gabrielense,,,native,kueda,https://www.inaturalist.org/observations/869814,https://www.inaturalist.org/observations/40557385,https://www.inaturalist.org/listed_taxa/6270448,2015-07-05 19:37:05 -1000,2020-03-22 15:58:20 -1000,San Gabriel Chestnut
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Rhytidoidea,Megomphicidae,,,Glyptostoma,Glyptostoma newberryanum,,,native,kueda,https://www.inaturalist.org/observations/1336184,https://www.inaturalist.org/observations/41735048,https://www.inaturalist.org/listed_taxa/6270450,2015-07-05 19:37:06 -1000,2020-04-09 11:15:44 -1000,San Diego Chestnut
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Rhytidoidea,Megomphicidae,,,Megomphix,Megomphix californicus,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270454,2015-07-05 19:37:08 -1000,2015-07-05 19:37:09 -1000,Natural Bridge Megomphix
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Rhytidoidea,Megomphicidae,,,Polygyroidea,Polygyroidea harfordiana,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270460,2015-07-05 19:37:10 -1000,2015-07-05 19:37:10 -1000,Toothed Coin
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Succineoidea,Succineidae,,,Catinella,Catinella gabbii,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270463,2015-07-05 19:37:17 -1000,2015-07-05 19:37:17 -1000,
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Succineoidea,Succineidae,,,Catinella,Catinella rehderi,"Also occurs on Santa Rosa, San Nicolas, and San Clemente Islands. In Santa Barbara and Ventura it only occurs on the channel islands.",,native,kueda,https://www.inaturalist.org/observations/36647373,https://www.inaturalist.org/observations/36647373,https://www.inaturalist.org/listed_taxa/6270466,2015-07-05 19:37:17 -1000,2019-12-14 10:05:01 -1000,Chrome Ambersnail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Succineoidea,Succineidae,,,Catinella,Catinella stretchiana,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270494,2015-07-05 19:37:25 -1000,2015-07-05 19:37:25 -1000,Sierra Ambersnail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Succineoidea,Succineidae,,,Catinella,Catinella vermeta,Also occurs on San Nicolas and San Clemente Islands (San Nicolas is the only Ventura County location).,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270507,2015-07-05 19:37:30 -1000,2017-08-15 18:16:06 -1000,Suboval Ambersnail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Succineoidea,Succineidae,,,Oxyloma,Oxyloma chasmodes,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270528,2015-07-05 19:37:36 -1000,2015-07-05 19:37:36 -1000,
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Succineoidea,Succineidae,,,Oxyloma,Oxyloma retusum,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270533,2015-07-05 19:37:37 -1000,2015-07-05 19:37:37 -1000,Blunt Ambersnail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Succineoidea,Succineidae,,,Oxyloma,Oxyloma sillimani,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270535,2015-07-05 19:37:38 -1000,2015-07-05 19:37:38 -1000,Humboldt Ambersnail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Succineoidea,Succineidae,,,Succinea,Succinea ovalis,,,introduced,kueda,https://www.inaturalist.org/observations/7746271,https://www.inaturalist.org/observations/19429879,https://www.inaturalist.org/listed_taxa/6270541,2015-07-05 19:37:39 -1000,2019-12-09 17:05:04 -1000,Oval Amber Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Succineoidea,Succineidae,,,Succinea,Succinea luteola,,,introduced,kueda,,,https://www.inaturalist.org/listed_taxa/6270546,2015-07-05 19:37:41 -1000,2015-07-05 19:37:41 -1000,Mexico Ambersnail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Succineoidea,Succineidae,,,Succinea,Succinea californica,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270549,2015-07-05 19:37:42 -1000,2015-07-05 19:37:42 -1000,San Tomas Ambersnail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Succineoidea,Succineidae,,,Succinea,Succinea rusticana,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270552,2015-07-05 19:37:43 -1000,2015-07-05 19:37:43 -1000,Rustic Ambersnail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Testacelloidea,Testacellidae,,,Testacella,Testacella haliotidea,,,introduced,kueda,https://www.inaturalist.org/observations/1144592,https://www.inaturalist.org/observations/38686721,https://www.inaturalist.org/listed_taxa/6270559,2015-07-05 19:37:45 -1000,2020-02-15 13:32:19 -1000,Earshell Slug
